Date,Campaign ID,Campaign Name,Send Date,Send Time,Total Recipients,Open Rate,Click Rate,Unsubscribe Rate,Spam Complaints Rate,Total Opens,Unique Opens,Total Clicks,Unique Clicks,Total Unsubscribes,Bounces,Bounce Rate,Tags,Subject,Preview Text,List,Excluded List,Day of Week,Campaign Channel
N/A,01GER843A7119J9KC5YXATWZ93,20221007_EDM_MAA SPORTS_PSA DF_Buy 2 or More Get 20% OFF_NB,2022-10-07,04:00 PM,238932,0.8655357187780396,0.005094296903170623,0.0027043798374856397,0.00019287050003773554,263789,206432,1849,1215,674,430,0.0017996752214019052,NB,It's Weekend Special! Buy More Save More,N/A,20221007_EDM_MAA SPORTS_PSA DF_Buy 2 or More Get 20% OFF_NB_List,20221007_EDM_MAA SPORTS_PSA DF_Buy 2 or More Get 20% OFF_EB_List,Friday,Email
N/A,01GE3QEGVEMSQA10Q6G6FEAVQ0,20221001_EDM_MAA SPORTS_PSA DF_NBA Apparel Photo Contest_EB,2022-10-01,06:00 PM,2038,0.8515970515970516,0.013759213759213759,0.0014742014742014742,0.0,2387,1733,45,28,3,3,0.0014720314033366045,EB,NBA Latest Collection is Here!🏀👚👕,Shop Now and Join the Competition⬇️,20221001_EDM_MAA SPORTS_PSA DF_NBA Apparel Photo Contest_EB List,,Saturday,Email
N/A,01GE79EA7ZNTZHQ9B8D9003P3M,20221001_EDM_MAA SPORTS_PSA DF_NBA Apparel Photo Contest_NB,2022-10-01,06:00 PM,95941,0.9242985872550146,0.0023806789111526453,0.0012425473264349334,5.2207870858610644e-05,114114,88521,295,228,122,170,0.0017719223272636307,NB,NBA Latest Collection is Here!🏀👚👕,Shop Now and Join the Competition⬇️,20221001_EDM_MAA SPORTS_PSA DF_NBA Apparel Photo Contest_NB List,20221001_EDM_MAA SPORTS_PSA DF_NBA Apparel Photo Contest_EB List,Saturday,Email
N/A,01GDY8FRBGSGYMGFQKE6RDH0CX,20220930_EDM_MAA SPORTS_PSA DF_Payday Cash Rebate Rp 200K_EB,2022-09-30,04:00 PM,4039,0.8401090728805156,0.03445711452652454,0.002478929102627665,0.0,4708,3389,192,139,11,5,0.0012379301807378064,N/A,Get Rp 200.000 Cashback for Your Favorites Items,N/A,20220930_EDM_MAA SPORTS_PSA DF_Payday Cash Rebate Rp 200K_EB_List,,Friday,Email
N/A,01GE1CBX7CSKSDQGDPVXF9NJ64,20220930_EDM_MAA SPORTS_PSA DF_Payday Cash Rebate Rp 200K_NB,2022-09-30,04:00 PM,179356,0.9086594565017113,0.005823594771606765,0.0009156946716620416,4.4668032764002035e-05,207557,162740,1463,1043,168,257,0.0014329043912665314,N/A,Get Rp 200.000 Cashback for Your Favorites Items,N/A,20220930_EDM_MAA SPORTS_PSA DF_Payday Cash Rebate Rp 200K_NB_List,20220930_EDM_MAA SPORTS_PSA DF_Payday Cash Rebate Rp 200K_EB_List,Friday,Email
N/A,01GDYVA047F5EN6W54GA58ZJAE,20220928_EDM_MAA SPORTS_PSA DF_HOKA Bondi 8 Reblast | Brand Takeover_EB,2022-09-28,04:00 PM,2924,0.6893835616438356,0.023287671232876714,0.0006849315068493151,0.0,2411,2013,88,68,3,4,0.0013679890560875513,EB,Best Selling HOKA Shoes 🔥,N/A,20220928_EDM_MAA SPORTS_PSA DF_HOKA Bondi 8 Reblast | Brand Takeover_EB_List,,Wednesday,Email
N/A,01GE1EZNB06AZBPEG86ZPGC2TW,20220928_EDM_MAA SPORTS_PSA DF_HOKA Bondi 8 Reblast | Brand Takeover_NB,2022-09-28,04:00 PM,146882,0.7385980104048055,0.004602387786967401,0.0008659307391775704,5.4546818215909945e-05,123477,108325,879,675,132,219,0.0014909927697062948,EB,Best Selling HOKA Shoes 🔥,N/A,20220928_EDM_MAA SPORTS_PSA DF_HOKA Bondi 8 Reblast | Brand Takeover_NB_List,20220928_EDM_MAA SPORTS_PSA DF_HOKA Bondi 8 Reblast | Brand Takeover_EB_List,Wednesday,Email
N/A,01GDMCG6TB5BE18VSQACTSZVYN,20220926_EDM_MAA SPORTS_PSA DF_Speedo Splash | Brand Takeover_EB,2022-09-26,04:00 PM,1583,0.8141592920353983,0.01327433628318584,0.0018963337547408343,0.0,1627,1288,41,21,3,1,0.0006317119393556538,N/A,💦 Splish SPLASH! Here Comes SPEEDO New Collection,N/A,20220926_EDM_MAA SPORTS_PSA DF_Speedo Splash | Brand Takeover_EB_List,,Monday,Email
N/A,01GDVMJ0NJZCZ197MYRN4RN7QG,20220926_EDM_MAA SPORTS_PSA DF_Speedo Splash | Brand Takeover_NB,2022-09-26,04:00 PM,87878,0.8784981768459434,0.002096627164995442,0.000922971741112124,7.97629899726527e-05,90930,77097,234,184,83,118,0.0013427706593231526,N/A,💦 Splish SPLASH! Here Comes SPEEDO New Collection,N/A,20220926_EDM_MAA SPORTS_PSA DF_Speedo Splash | Brand Takeover_NB_List,20220926_EDM_MAA SPORTS_PSA DF_Speedo Splash | Brand Takeover_EB_List,Monday,Email
N/A,01GDJ56415BDA2YZJCHRZJNWE5,20220924_EDM_MAA SPORTS_PSA DF_NIKE AIR ZOOM PEGASUS 39_NB,2022-09-24,05:00 PM,146506,0.8664401356451348,0.0057088552206968225,0.0010870754252584368,7.52064759612755e-05,151181,126729,1046,835,166,242,0.001651809482205507,N/A,Nike Air Zoom Pegasus 39: Runners Most Trusted Companion 🏃‍♀️🏃,N/A,20220924_EDM_MAA SPORTS_PSA DF_NIKE AIR ZOOM PEGASUS 39_NB_List,20220924_EDM_MAA SPORTS_PSA DF_NIKE AIR ZOOM PEGASUS 39_EB_List,Saturday,Email
